Word Id,Word,Pinyin,Pinyin Simplified,Type,Word Category,Word Rarity,Meaning,Sentence,Sentence Pinyin,Sentence Meaning,Added Date,Num_Quiz_Attempt,Num_Correct,Num_Wrong,Last_Quiz
D000147,近,jìn,jin4,Adjective,Direction,Common,Near,学校离我家很近。,Xuéxiào lí wǒjiā hěn jìn.,The school is very near my home.,2024-10-02,1,1,0,2025-01-29
D000149,就,jiù,jiu4,Adverb,Time,Common,"Just, then",我就去你家。,Wǒ jiù qù nǐ jiā.,I will just go to your house.,2024-10-02,0,0,0,
D000150,就,jiù,jiu4,Conjunction,Time,Common,As soon as,我一到家就给你打电话。,Wǒ yī dào jiā jiù gěi nǐ dǎ diànhuà.,I will call you as soon as I get home.,2024-10-02,2,0,2,2024-12-21
D000152,空,kòng,kong4,Adjective,General,Common,Empty/Free,我今天下午有空。,Wǒ jīntiān xiàwǔ yǒu kòng.,I am free this afternoon.,2024-10-02,2,0,2,2025-01-05
D000153,来,lái,lai2,Verb,General,Common,To come,他明天会来我的家。,Tā míngtiān huì lái wǒ de jiā.,He will come to my house tomorrow.,2024-10-02,1,1,0,2025-01-29
D000154,垃圾,lājī,la1 ji1,Noun,Object,Common,Garbage,请把垃圾扔到垃圾桶里。,Qǐng bǎ lājī rēng dào lājītǒng lǐ.,Please throw the garbage into the trash can.,2024-10-02,1,0,1,2025-01-26
D000155,离,lí,li2,Verb,Action,Common,Leave,我们要离开这个地方。,Wǒmen yào líkāi zhège dìfāng.,We need to leave this place.,2024-10-02,1,0,1,2025-06-21
D000156,离,lí,li2,Preposition,Direction,Common,From,他离我很远。,Tā lí wǒ hěn yuǎn.,He is far from me.,2024-10-02,0,0,0,
D000157,里,lǐ,li3,Noun,Direction,Common,Inside,书在桌子里。,Shū zài zhuōzi lǐ.,The book is inside the table.,2024-10-02,0,0,0,
D000160,楼,lóu,lou2,Noun,Direction,Common,Building,这座楼是我最喜欢的地方。,Zhè zuò lóu shì wǒ zuì xǐhuān de dìfāng.,This building is my favorite place.,2024-10-02,0,0,0,
D000161,楼,lóu,lou2,Noun,Direction,Common,Floor,我住在二楼。,Wǒ zhù zài èr lóu.,I live on the second floor.,2024-10-02,1,1,0,2024-12-21
D000162,买单,mǎidān,mai3 dan1,Verb,Business,Common,Pay the bill,我们吃完饭后要买单。,Wǒmen chī wán fàn hòu yào mǎidān.,We need to pay the bill after we finish eating.,2024-10-02,0,0,0,
D000163,目标,mùbiāo,mu4 biao1,Noun,General,Common,Goal,我们的目标是完成这个项目。,Wǒmen de mùbiāo shì wánchéng zhège xiàngmù.,Our goal is to complete this project.,2024-10-02,1,1,0,2024-12-24
D000164,目标,mùbiāo,mu4 biao1,Noun,General,Common,Target,他把这个问题作为他的目标。,Tā bǎ zhège wèntí zuòwéi tā de mùbiāo.,He has set this issue as his target.,2024-10-02,1,1,0,2024-12-22
D000165,爬山,pá shān,pa2 shan1,Verb,Activity,Common,Mountain climbing,我们周末去爬山。,Wǒmen zhōumò qù páshān.,We are going mountain climbing this weekend.,2024-10-02,0,0,0,
D000166,批评,pīpíng,pi1 ping2,Verb,Work,Common,To criticize,老师批评了他的作业。,Lǎoshī pīpíng le tā de zuòyè.,The teacher criticized his homework.,2024-10-02,0,0,0,
D000167,牵着,qiān zhe,qian1 zhe5,Verb,Action,Common,To lead by holding,她牵着小狗散步。,Tā qiānzhe xiǎo gǒu sànbù.,She is walking the dog while holding it.,2024-10-02,1,0,1,2025-06-21
D000168,晴朗,qínglǎng,qing2 lang3,Adjective,Weather,Common,Clear (weather),今天的天气晴朗。,Jīntiān de tiānqì qínglǎng.,Today's weather is clear.,2024-10-02,1,0,1,2025-01-04
D000169,全部,quánbù,quan2 bu4,Noun,General,Common,"All, whole",我们全部都来了。,Wǒmen quánbù dōu láile.,We all came.,2024-10-02,0,0,0,
D000171,盛开,shèng kāi,sheng4 kai1,Verb,Nature,Rare,To bloom,花在春天盛开。,Huā zài chūntiān shèngkāi.,The flowers bloom in spring.,2024-10-02,0,0,0,
D000172,水花,shuǐ huā,shui3 hua1,Noun,Nature,Rare,Splash of water,他跳进水里，水花四溅。,"Tā tiào jìn shuǐ lǐ, shuǐhuā sì jiàn.","He jumped into the water, and splashes were everywhere.",2024-10-02,0,0,0,
D000173,水平,shuǐpíng,shui3 ping2,Noun,Degree,Common,Level,他的水平很高。,Tā de shuǐpíng hěn gāo.,His level is very high.,2024-10-02,0,0,0,
D000174,所有,suǒ yǒu,suo3 you3,Pronoun,General,Common,"All, everything",所有的人都来了。,Suǒyǒu de rén dōu lái le.,All the people have come.,2024-10-02,0,0,0,
D000176,甜品,tiánpǐn,tian2 pin3,Noun,Food,Common,Dessert,我喜欢吃甜品，尤其是冰淇淋。,"Wǒ xǐhuān chī tiánpǐn, yóuqí shì bīngqílín.","I love to eat desserts, especially ice cream.",2024-10-02,0,0,0,
D000177,外卖,wàimài,wai4 mai4,Noun,Food,Common,Takeout,我们今晚点外卖。,Wǒmen jīn wǎn diǎn wàimài.,We are ordering takeout tonight.,2024-10-02,1,1,0,2024-12-26
D000178,想法,xiǎng fǎ,xiǎng3 fǎ3,Noun,Thought,Common,Idea,我有一个好的想法。,Wǒ yǒu yīgè hǎo de xiǎngfǎ.,I have a good idea.,2024-10-02,0,0,0,
D000179,想法,xiǎng fǎ,xiǎng3 fǎ3,Noun,Work,Common,Opinion,他的想法很有趣。,Tā de xiǎngfǎ hěn yǒuqù.,His opinion is very interesting.,2024-10-02,0,0,0,
D000180,想象,xiǎng xiàng,xiang3 xiang4,Verb,Thought,Common,To imagine,我喜欢想象未来的生活。,Wǒ xǐhuān xiǎngxiàng wèilái de shēnghuó.,I like to imagine life in the future.,2024-10-02,1,1,0,2024-12-22
D000181,笑容,xiào róng,xiao4 rong2,Noun,Emotion,Common,Smile,她的笑容很温暖。,Tā de xiàoróng hěn wēnnuǎn.,Her smile is very warm.,2024-10-02,0,0,0,
D000183,选手,xuǎnshǒu,xuan3 shou3,Noun,Business,Common,Competitor,她是一名优秀的选手。,Tā shì yī míng yōuxiù de xuǎnshǒu.,She is an excellent competitor.,2024-10-02,1,0,1,2024-12-29
D000184,样子,yàng zi,yang4 zi5,Noun,Description,Common,Appearance,她的样子很美丽。,Tā de yàngzi hěn měilì.,Her appearance is very beautiful.,2024-10-02,3,2,1,2025-01-04
D000185,要,yào,yao4,Verb,General,Common,To want,我们要去旅行。,Wǒmen yào qù lǚxíng.,We want to travel.,2024-10-02,0,0,0,
D000186,要,yào,yao4,Verb,General,Common,Must,你要完成这个任务。,Nǐ yào wánchéng zhège rènwù.,You must complete this task.,2024-10-02,0,0,0,
D000187,要,yào,yao4,Verb,General,Common,To need,你要注意健康。,Nǐ yào zhùyì jiànkāng.,You need to pay attention to your health.,2024-10-02,0,0,0,
D000189,一直,yī zhí,yi1 zhi2,Adverb,General,Common,Continuously,他一直在努力工作。,Tā yīzhí zài nǔlì gōngzuò.,He has been working hard continuously.,2024-10-02,3,2,1,2025-01-04
D000191,一些,yīxiē,yi1 xie1,Pronoun,General,Common,Some,我有一些问题。,Wǒ yǒu yīxiē wèntí.,I have some questions.,2024-10-02,0,0,0,
D000192,拥抱,yōng bào,yong1 bao4,Verb,Relationship,Common,To hug,我想给你一个拥抱。,Wǒ xiǎng gěi nǐ yīgè yōngbào.,I want to give you a hug.,2024-10-02,0,0,0,
D000193,右转,yòuzhuǎn,you4 zhuan3,Verb,Direction,Common,Turn right,在下个路口右转。,Zài xià gè lùkǒu yòuzhuǎn.,Turn right at the next intersection.,2024-10-02,0,0,0,
D000194,在,zài,zai4,Preposition,General,Common,At/In,我在家里工作。,Wǒ zài jiālǐ gōngzuò.,I work at home.,2024-10-02,2,2,0,2024-12-24
D000195,在,zài,zai4,Verb,General,Common,To be located,他在学校。,Tā zài xuéxiào.,He is at school.,2024-10-02,1,1,0,2025-01-12
D000196,照顾,zhàogù,zhao4 gu4,Verb,Action,Common,To take care of,她需要照顾她的孩子。,Tā xūyào zhàogù tā de háizi.,She needs to take care of her child.,2024-10-02,2,1,1,2024-12-26
D000197,指控,zhǐ kòng,zhi3 kong4,Verb,News,Common,Accuse,他被指控犯了罪。,Tā bèi zhǐkòng fànle zuì.,He is accused of committing a crime.,2024-10-02,0,0,0,
D000198,指控,zhǐ kòng,zhi3 kong4,Noun,News,Common,Allegation,这项指控缺乏证据。,Zhè xiàng zhǐkòng quēfá zhèngjù.,This allegation lacks evidence.,2024-10-02,0,0,0,
D000199,注册,zhùcè,zhu4 ce4,Verb,Organization,Common,Register,请你注册一个新账户。,Qǐng nǐ zhùcè yīgè xīn zhànghù.,Please register a new account.,2024-10-02,0,0,0,
D000200,左转,zuǒzhuǎn,zuo3 zhuan3,Verb,Direction,Common,Turn left,在下个路口左转。,Zài xià gè lùkǒu zuǒzhuǎn.,Turn left at the next intersection.,2024-10-02,4,3,1,2025-01-29
D000202,把,bǎ,ba3,Verb,General,Common,To hold / To take,我把书给了他。,Wǒ bǎ shū gěi le tā.,I gave the book to him.,2024-10-05,0,0,0,
D000203,把,bǎ,ba3,Preposition,Grammar,Common,(Indicates a handling of an object),把门关上。,Bǎmén guānshàng.,Close the door.,2024-10-05,0,0,0,
D000204,拿,ná,na2,Verb,General,Common,To take,请你把书拿给我。,Qǐng nǐ bǎ shū ná gěi wǒ.,Please hand me the book.,2024-10-05,1,1,0,2025-01-29
D000205,拿,ná,na2,Verb,General,Common,To hold,她拿着一杯水。,Tā názhe yī bēi shuǐ.,She is holding a cup of water.,2024-10-05,0,0,0,
D000208,豆浆,dòujiāng,dou4 jiang1,Noun,Food,Common,Soy milk,我每天早餐都喝豆浆。,Wǒ měitiān zǎocān dōu hē dòujiāng.,I drink soy milk for breakfast every day.,2024-10-06,0,0,0,
D000210,没错,méi cuò,mei2 cuo4,Phrase,Opinion,Common,That's right,他说的没错。,Tā shuō de méi cuò.,What he said is right.,2024-10-06,2,1,1,2025-01-11
D000211,缝纫,féngrèn,feng2 ren4,Verb,Hobby,Common,Sew,她喜欢缝纫衣服。,Tā xǐhuān féngrèn yīfú.,She enjoys sewing clothes.,2024-10-06,1,0,1,2025-01-11
D000212,画画,huàhuà,hua4 hua4,Verb,Hobby,Common,Draw,我喜欢画画。,Wǒ xǐhuān huàhuà.,I like to draw.,2024-10-06,0,0,0,
D000213,也许,yěxǔ,ye3 xu3,Adverb,General,Common,Perhaps,也许今天会下雨。,Yěxǔ jīntiān huì xià yǔ.,Perhaps it will rain today.,2024-10-07,1,1,0,2025-01-11
D000214,发现,fāxiàn,fa1 xian4,Verb,General,Common,Discover,我们在探险中发现了一个新物种。,Wǒmen zài tànxiǎn zhōng fāxiànle yīgè xīn wùzhǒng.,We discovered a new species during the expedition.,2024-10-07,0,0,0,
D000215,根本,gēnběn,gen1 ben3,Adverb,General,Common,Fundamentally,这件事情根本不可能。,Zhè jiàn shìqíng gēnběn bù kěnéng.,This matter is fundamentally impossible.,2024-10-07,1,1,0,2024-12-29
D000216,赢,yíng,ying2,Verb,Action,Common,Win,他在比赛中赢了第一名。,Tā zài bǐsài zhōng yíngle dì yī míng.,He won first place in the competition.,2024-10-07,0,0,0,
D000217,输,shū,shu1,Verb,Action,Common,Lose,我们这次比赛输了。,Wǒmen zhè cì bǐsài shūle.,We lost this competition.,2024-10-07,0,0,0,
D000218,报答,bàodá,bao4 da2,Verb,Support,Common,Repay,我想报答你的帮助。,Wǒ xiǎng bàodá nǐ de bāngzhù.,I want to repay your help.,2024-10-07,1,0,1,2025-01-26
D000220,害怕,hàipà,hai4 pa4,Verb,Emotion,Common,Fear,我害怕黑暗。,Wǒ hàipà hēi'àn.,I am afraid of the dark.,2024-10-07,2,2,0,2025-01-26
D000221,清白,qīngbái,qing1 bai2,Adjective,General,Common,Innocent,他是一个清白的人。,Tā shì yīgè qīngbái de rén.,He is an innocent person.,2024-10-07,1,0,1,2025-01-05
D000222,政府,zhèngfǔ,zheng4 fu3,Noun,Organization,Common,Government,政府采取了新的政策。,Zhèngfǔ cǎiqǔle xīn de zhèngcè.,The government has adopted new policies.,2024-10-07,0,0,0,
D000223,能力,nénglì,neng2 li4,Noun,General,Common,Ability,她有很强的学习能力。,Tā yǒu hěn qiáng de xuéxí nénglì.,She has strong learning abilities.,2024-10-07,2,2,0,2025-01-29
D000224,强,qiáng,qiang2,Adjective,Degree,Common,Strong,他身体很强。,Tā shēntǐ hěn qiáng.,He is very strong.,2024-10-07,1,1,0,2025-01-12
D000225,机票,jīpiào,ji1 piao4,Noun,Travel,Common,Plane ticket,我已经买了去北京的机票。,Wǒ yǐjīng mǎile qù Běijīng de jīpiào.,I have already bought a plane ticket to Beijing.,2024-10-07,0,0,0,
D000226,任何,rènhé,ren4 he2,Pronoun,General,Common,Any,任何人都可以参加。,Rènhé rén dōu kěyǐ cānjiā.,Anyone can participate.,2024-10-07,0,0,0,
D000229,干嘛,gàn ma,gan4 ma,Phrase,General,Common,What for?,你干嘛不来？,Nǐ gàn ma bù lái?,Why didn't you come?,2024-10-07,0,0,0,
D000231,符合,fú hé,fu2 he2,Verb,Organization,Common,"To conform, to comply",这个方案符合我们的要求。,Zhège fāng'àn fúhé wǒmen de yāoqiú.,This plan conforms to our requirements.,2024-10-07,0,0,0,
D000232,改掉,gǎi diào,gai3 diao4,Verb,Action,Common,To get rid of (a habit),我想改掉我的坏习惯。,Wǒ xiǎng gǎi diào wǒ de huài xíguàn.,I want to get rid of my bad habits.,2024-10-07,0,0,0,
D000233,修,xiū,xiu1,Verb,Action,Common,To repair,你能帮我修这个吗？,Nǐ néng bāng wǒ xiū zhège ma?,Can you help me repair this?,2024-10-07,1,1,0,2025-01-11
D000234,要不然,yào bù rán,yao4 bu4 ran2,Phrase,Grammar,Common,Otherwise,你得快点，要不然我们会迟到。,"Nǐ dé kuài diǎn, yào bù rán wǒmen huì chídào.","You need to hurry up, otherwise we will be late.",2024-10-07,2,2,0,2025-01-29
D000235,成年,chéng nián,cheng2 nian2,Verb,Time,Common,To reach adulthood,他已经成年了。,Tā yǐjīng chéngnián le.,He has already reached adulthood.,2024-10-07,1,0,1,2025-01-04
D000236,左右,zuǒ yòu,zuo3 you4,Noun,General,Common,Approximately,他们有左右两百万的资金。,Tāmen yǒu zuǒyòu liǎng bǎi wàn de zījīn.,They have approximately two million in funds.,2024-10-07,0,0,0,
D000237,自由,zì yóu,zi4 you2,Noun,Emotion,Common,Freedom,我们应该享有自由。,Wǒmen yīnggāi xiǎngyǒu zìyóu.,We should have freedom.,2024-10-07,1,1,0,2024-12-22
D000238,随便,suí biàn,sui2 bian4,Adjective,General,Common,"Casual, random",你随便选择一个。,Nǐ suíbiàn xuǎnzé yīgè.,You can choose one at random.,2024-10-07,1,0,1,2025-01-04
D000239,退休,tuì xiū,tui4 xiu1,Verb,General,Common,To retire,他计划在60岁退休。,Tā jìhuà zài 60 suì tuìxiū.,He plans to retire at 60 years old.,2024-10-07,1,1,0,2025-01-04
D000240,干净,gān jìng,gan1 jing4,Adjective,Description,Common,Clean,这个房间非常干净。,Zhège fángjiān fēicháng gānjìng.,This room is very clean.,2024-10-07,0,0,0,
D000241,迟,chí,chi2,Adjective,Time,Common,Late,他今天上班迟到了。,Tā jīntiān shàngbān chídào le.,He was late for work today.,2024-10-07,1,1,0,2025-01-29
D000242,习惯,xíguàn,xi2 guan4,Noun,General,Common,Habit,我有早起的习惯。,Wǒ yǒu zǎoqǐ de xíguàn.,I have a habit of waking up early.,2024-10-07,2,0,2,2024-12-26
D000243,习惯,xíguàn,xi2 guan4,Verb,General,Common,To be accustomed to,他已经习惯了这里的生活。,Tā yǐjīng xíguàn le zhèlǐ de shēnghuó.,He has already gotten used to life here.,2024-10-07,0,0,0,
D000244,选择,xuǎnzé,xuan3 ze2,Noun,General,Common,Choice,她面临一个艰难的选择。,Tā miànlín yīgè jiānnán de xuǎnzé.,She is facing a difficult choice.,2024-10-07,0,0,0,
D000245,选择,xuǎnzé,xuan3 ze2,Verb,Action,Common,To choose,你需要选择一个合适的方案。,Nǐ xūyào xuǎnzé yīgè héshì de fāng'àn.,You need to choose a suitable plan.,2024-10-07,0,0,0,
D000246,艰难,jiān nán,jian1 nan2,Adjective,General,Common,Difficult,学习一门新语言是艰难的。,Xuéxí yī mén xīn yǔyán shì jiān nán de.,Learning a new language is difficult.,2024-10-07,1,0,1,2024-12-22
D000247,方案,fāng'àn,fang1 an4,Noun,Work,Common,Plan,我们需要一个可行的方案来解决这个问题。,Wǒmen xūyào yīgè kěxíng de fāng'àn lái jiějué zhège wèntí.,We need a feasible plan to solve this problem.,2024-10-07,3,0,3,2025-01-29
D000248,内容,nèiróng,nei4 rong2,Noun,General,Common,Content,这本书的内容非常丰富。,Zhè běn shū de nèiróng fēicháng fēngfù.,The content of this book is very rich.,2024-10-09,1,1,0,2024-12-22
D000251,烤,kǎo,kao3,Verb,Food,Common,To roast / To bake,我们今晚要烤鸡。,Wǒmen jīnwǎn yào kǎo jī.,We are going to roast chicken tonight.,2024-10-09,0,0,0,
D000252,炒,chǎo,chao3,Verb,Food,Common,To stir-fry,她在炒菜。,Tā zài chǎocài.,She is stir-frying.,2024-10-09,1,1,0,2024-12-21
D000253,蒸,zhēng,zheng1,Verb,Food,Common,To steam,我喜欢吃蒸鱼。,Wǒ xǐhuān chī zhēng yú.,I like to eat steamed fish.,2024-10-09,0,0,0,
D000254,煮,zhǔ,zhu3,Verb,Food,Common,To boil,他在煮水。,Tā zài zhǔ shuǐ.,He is boiling water.,2024-10-09,0,0,0,
D000255,炸,zhà,zha4,Verb,Food,Common,To deep-fry,我们今晚吃炸虾。,Wǒmen jīnwǎn chī zhà xiā.,We are having deep-fried shrimp tonight.,2024-10-09,0,0,0,
D000257,风景,fēng jǐng,feng1 jing3,Noun,Nature,Common,Scenery,这儿的风景非常美丽。,Zhèr de fēngjǐng fēicháng měilì.,The scenery here is very beautiful.,2024-10-09,0,0,0,
D000258,回忆,huí yì,hui2 yi4,Noun,Emotion,Common,Memory,我常常回忆起我的童年。,Wǒ chángcháng huíyì qǐ wǒ de tóngnián.,I often remember my childhood.,2024-10-09,0,0,0,
D000260,泪,lèi,lei4,Noun,Emotion,Common,Tears,他的眼泪流了下来。,Tā de yǎnlèi liúle xiàlái.,His tears flowed down.,2024-10-09,0,0,0,
D000261,剩下,shèng xià,sheng4 xia4,Verb,General,Common,Remain,我们还剩下很多工作要做。,Wǒmen hái shèngxià hěn duō gōngzuò yào zuò.,We still have a lot of work left to do.,2024-10-09,0,0,0,
D000262,反覆,fǎn fù,fan3 fu4,Verb,Work,Common,Recur,这个问题反覆出现。,Zhège wèntí fǎnfù chūxiàn.,This problem recurs.,2024-10-09,0,0,0,
D000264,灿烂,càn làn,can4 lan4,Adjective,Description,Common,Bright,他的笑容如阳光般灿烂。,Tā de xiàoróng rú yángguāng bān cànlàn.,His smile is bright like the sun.,2024-10-09,0,0,0,
D000265,忍住,rěn zhù,ren3 zhu4,Verb,Emotion,Common,Endure,她努力忍住自己的泪水。,Tā nǔlì rěnzhù zìjǐ de lèishuǐ.,She tried hard to hold back her tears.,2024-10-09,0,0,0,
D000266,向前,xiàng qián,xiang4 qian2,Verb,Direction,Common,Move forward,我们需要向前看，迎接未来。,"Wǒmen xūyào xiàngqián kàn, yíngjiē wèilái.",We need to look forward and embrace the future.,2024-10-09,0,0,0,
D000268,停,tíng,ting2,Verb,General,Common,Stop,请你在这里停车。,Qǐng nǐ zài zhèlǐ tíng chē.,Please stop the car here.,2024-10-09,0,0,0,
D000269,大雨,dàyǔ,da4 yu3,Noun,Weather,Common,Heavy rain,雨刚刚在十五分钟前停了,Yǔ gānggāng zài shíwǔ fēnzhōng qián tíng le,The rain just stopped fifteen minutes ago,2024-10-09,1,0,1,2024-12-21
D000270,天气,tiānqì,tian1 qi4,Noun,Weather,Common,Weather,今天天气很好。,Jīntiān tiānqì hěn hǎo.,The weather is great today.,2024-10-09,1,1,0,2025-01-04
D000271,预报,yùbào,yu4 bao4,Noun,Weather,Common,Forecast,气象局发布了天气预报。,Qìxiàngjú fābùle tiānqì yùbào.,The meteorological bureau released the weather forecast.,2024-10-09,2,0,2,2025-06-21
D000272,晴天,qíngtiān,qing2 tian1,Noun,Weather,Common,Sunny day,今天是一个晴天。,Jīntiān shì yīgè qíngtiān.,Today is a sunny day.,2024-10-09,1,0,1,2024-12-29
